"id","name","region","sport","sport_id","region_id"
11000,ITF Tunisia F8 - Men Doubles,International,Tennis,3,490
11445,ITF Kazakhstan F2 - Men Singles,International,Tennis,3,490
11800,ITF Egypt 10A - Women Singles,International,Tennis,3,490
12115,ITF Cyprus 01A - Women Singles,International,Tennis,3,490
11866,ATP Challenger Leon - Mexico Men Double,International,Tennis,3,490
11193,ITF Argentina 03A - Women Doubles,International,Tennis,3,490
11131,ATP Challenger Bengaluru - India Men Double,International,Tennis,3,490
11531,ITF Spain 04A - Women Singles,International,Tennis,3,490
11634,ITF Turkey F11 - Men Singles,International,Tennis,3,490
11719,ITF France 08A - Women Singles,International,Tennis,3,490
11038,ATP Rotterdam - Netherlands Men Singles,International,Tennis,3,490
11240,ITF Australia 05A - Women Singles,International,Tennis,3,490
11425,ATP Challenger Lugano - Switzerland Men Singles,International,Tennis,3,490
11761,ITF France 08A - Women Doubles,International,Tennis,3,490
11996,SRL Spring Invitational Auckland - NZL,International,Tennis,3,490
11815,ITF Japan F2 - Men Doubles,International,Tennis,3,490
11986,ITF Serbia 01A - Women Doubles,International,Tennis,3,490
11797,ITF Turkey F13 - Men Singles,International,Tennis,3,490
11666,ITF Spain F5 - Men Doubles,International,Tennis,3,490
10621,ITF Egypt 01A - Women Doubles,International,Tennis,3,490
11074,ITF Dominican Republic 01A - Women Singles,International,Tennis,3,490
11836,ITF Tunisia F18 - Men Doubles,International,Tennis,3,490
11826,ITF Spain F6 - Men Doubles,International,Tennis,3,490
11191,Dominican Republic F2 Men Double,International,Tennis,3,490
11730,ATP Challenger Mexico City - Mexico Men Double,International,Tennis,3,490
12083,ATP Madrid - Spain Men Double,International,Tennis,3,490
11481,ITF Canada F1 - Men Doubles,International,Tennis,3,490
11493,ATP Indian Wells - USA Men Double,International,Tennis,3,490
11252,ITF Spain 03A - Women Singles,International,Tennis,3,490
12071,ITF Great Britain 06A - Women Doubles,International,Tennis,3,490
11676,ITF France F6 - Men Doubles,International,Tennis,3,490
11039,ATP Rotterdam - Netherlands Men Doubles,International,Tennis,3,490
11253,ITF Turkey 08A - Women Singles,International,Tennis,3,490
11671,ITF Greece 02A - Women Doubles,International,Tennis,3,490
11709,ATP Challenger Lille - France Men Singles,International,Tennis,3,490
10989,ITF Tunisia 06A - Women Doubles,International,Tennis,3,490
11975,ITF Tunisia 16A - Women Doubles,International,Tennis,3,490
10609,Davis Cup,International,Tennis,3,490
12109,ITF Italy F6 - Men Singles,International,Tennis,3,490
10954,ITF Tunisia F7 - Men Singles,International,Tennis,3,490
11295,ITF Portugal F4 - Men Doubles,International,Tennis,3,490
12031,ITF Tunisia 17A - Women Singles,International,Tennis,3,490
11563,ITF Australia 06A - Women Doubles,International,Tennis,3,490
12154,ITF Serbia 03A - Women Doubles,International,Tennis,3,490
11678,ITF Tunisia 12A - Women Doubles,International,Tennis,3,490
11062,ITF Great Britain 04A - Women Singles,International,Tennis,3,490
11282,ITF Australia F3 - Men Doubles,International,Tennis,3,490
11292,ITF Spain F7 - Men Doubles,International,Tennis,3,490
11478,ITF France F8 - Men Doubles,International,Tennis,3,490
11139,ATP Marseille - France Men Double,International,Tennis,3,490
11658,ITF Colombia F2 - Men Singles,International,Tennis,3,490
11940,ITF Tunisia F20 - Men Singles,International,Tennis,3,490
10964,WTA Abu Dhabi - UAE Women Doubles,International,Tennis,3,490
10603,ATP Challenger Koblenz - Germany Men Singles,International,Tennis,3,490
11783,ITF India F4 - Men Singles,International,Tennis,3,490
10605,ATP Challenger Cleveland - USA Men Singles,International,Tennis,3,490
12074,ITF France 06A - Women Doubles,International,Tennis,3,490
11831,ITF Italy 01A - Women Doubles,International,Tennis,3,490
12114,ITF Serbia 03A - Women Singles,International,Tennis,3,490
11931,ATP Challenger Tallahassee - USA Men Double,International,Tennis,3,490
11452,ITF Canada F1 - Men Singles,International,Tennis,3,490
11257,ATP Santiago - Chile Men Double,International,Tennis,3,490
11083,ITF Germany F2 - Men Doubles,International,Tennis,3,490
11574,ITF Iran F2 - Men Doubles,International,Tennis,3,490
12138,ATP Challenger Prague - Czech Republic Men Double,International,Tennis,3,490
11664,ITF India F2 - Men Doubles,International,Tennis,3,490
11947,ITF Serbia 01A - Women Singles,International,Tennis,3,490
11275,WTA Monterrey - Mexico Women Double,International,Tennis,3,490
11258,ATP Challenger Waco - Texas Men Doubles,International,Tennis,3,490
11849,SRL Spring Invitational Tacoma - USA - Women,International,Tennis,3,490
11946,ITF Turkey 15A - Women Singles,International,Tennis,3,490
12084,WTA Madrid - Spain Women Double,International,Tennis,3,490
11838,ITF Tunisia 14A - Women Doubles,International,Tennis,3,490
11155,ITF Tunisia 08A - Women Singles,International,Tennis,3,490
10963,WTA Linz - Austria Women Doubles,International,Tennis,3,490
11967,ITF Spain F11 - Men Doubles,International,Tennis,3,490
11795,ITF Italy F2 - Men Singles,International,Tennis,3,490
12037,ATP Challenger Buenos Aires - Argentina Men Singles,International,Tennis,3,490
11714,ITF Turkey 12A - Women Singles,International,Tennis,3,490
11710,ATP Challenger Girona - Spain Men Singles,International,Tennis,3,490
11594,ITF Colombia 01A - Women Doubles,International,Tennis,3,490
11143,ATP Challenger Rome - USA Men Double,International,Tennis,3,490
11241,ATP Challenger Pune - India Men Singles,International,Tennis,3,490
11918,ATP Barcelona - Spain Men Singles,International,Tennis,3,490
11091,ITF Tunisia 07A - Women Doubles,International,Tennis,3,490
11955,ITF USA 14A - Women Singles,International,Tennis,3,490
11882,ITF Ecuador F2 - Men Singles,International,Tennis,3,490
